5,100,25.510
5,200,18.150
5,300,19.160
5,400,20.380
5,500,21.380
10,100,29.140
10,200,19.360
10,300,26.060
10,400,17.950
10,500,0.340
15,100,29.350
15,200,20.480
15,300,26.200
15,400,20.250
15,500,20.370
20,100,0.930
20,200,20.600
20,300,22.770
20,400,20.410
20,500,22.580
25,100,27.250
25,200,18.840
25,300,19.100
25,400,19.240
25,500,22.630
