5,100,66.560
5,200,119.230
5,300,66.040
5,400,91.810
5,500,72.470
10,100,100.880
10,200,109.810
10,300,138.860
10,400,79.360
10,500,1.740
15,100,117.030
15,200,101.780
15,300,52.490
15,400,83.300
15,500,75.880
20,100,2.030
20,200,120.630
20,300,120.170
20,400,51.150
20,500,71.070
25,100,114.710
25,200,62.340
25,300,64.940
25,400,58.630
25,500,57.400
